consumer_name;city;region;state;store;purchase_id;purchase_date;product_category;product_name;brand;size;color;quantity;unit_price;total_amount;payment_method;loyalty_member;salesperson
Larry Lambert;North Gabrielshire;Midwest;KS;Golf Galaxy;TX06354;14/4/2025;Cap;Nike Cap;Nike;XL;Blue;4;90.64;362.56;Credit Card;No;Gary Robles
Jesse Cain;Richardsburgh;West;WY;Golf Apparel Shop;TX06355;5/3/2024;Dress;Under Armour Dress;Under Armour;XXL;Navy;1;110.73;110.73;Debit Card;Yes;William Thompson
Kenneth Thomas;Shaneside;Midwest;MI;Golf Apparel Shop;TX06356;28/7/2024;Dress;Bad Birdie Dress;Bad Birdie;L;Black;3;97.97;293.91;Cash;Yes;Mark Little
Michael Stafford;New Troyshire;Northeast;PA;Golf Apparel Shop;TX06357;20/3/2025;Pants;Bad Birdie Pants;Bad Birdie;S;Navy;1;55.06;55.06;Debit Card;No;David Allen
Jeremy Aguilar;South John;West;WY;Original Penguin;TX06358;28/8/2024;Jacket;Under Armour Jacket;Under Armour;XS;Green;2;107.76;215.52;PayPal;No;Cynthia Harper
Theresa Morales;North Gregory;South;KY;Worldwide Golf Shops;TX06359;30/6/2024;Shorts;Original Penguin Shorts;Original Penguin;XS;White;2;148.83;297.66;Gift Card;No;Edward Roman
Lisa Williams;East Jessica;Midwest;IN;Ashworth;TX06360;3/2/2024;Dress;Under Armour Dress;Under Armour;S;Red;3;110.37;331.11;Cash;Yes;Courtney Boyle
Gabriela West;Brucebury;Northeast;PA;Carl's Golfland;TX06361;26/3/2025;Visor;Ashworth Visor;Ashworth;XL;Red;3;31.54;94.62;Debit Card;No;Amanda Patrick
David Wiggins;Albertton;Midwest;KS;Carl's Golfland;TX06362;26/7/2025;Shorts;Nike Shorts;Nike;XS;Pink;3;25.56;76.68;Gift Card;Yes;Jason Myers
Rachel Chen;New Timothy;Northeast;NY;Peter Millar;TX06363;8/6/2024;Visor;Original Penguin Visor;Original Penguin;S;Pink;3;108.03;324.09;Cash;No;Michael Dickson
Hannah Thompson;Alvaradomouth;South;AR;2nd Swing Golf;TX06364;14/11/2024;Visor;Original Penguin Visor;Original Penguin;XS;Red;2;130.07;260.14;Debit Card;Yes;Christie Hernandez
Kristin Andrews;Jessicaville;South;TX;Carl's Golfland;TX06365;1/3/2024;Skort;Original Penguin Skort;Original Penguin;XL;White;1;55.84;55.84;Gift Card;No;Jennifer Drake
Suzanne Wade;Erinville;West;AK;Peter Millar;TX06366;29/10/2023;Polo;Peter Millar Polo;Peter Millar;L;Green;3;128.95;386.85;Cash;Yes;Melissa Morrow
Susan Martin;West Christinamouth;West;AZ;Worldwide Golf Shops;TX06367;29/1/2025;Visor;Adidas Visor;Adidas;S;White;2;100.71;201.42;Cash;Yes;Michael Jenkins
James Simmons;Annechester;Midwest;KS;Golf Apparel Shop;TX06368;25/7/2025;Polo;Peter Millar Polo;Peter Millar;S;Navy;2;107.14;214.28;Cash;No;Mario Payne
Aaron Hall;West Danielburgh;South;TN;Golf Galaxy;TX06369;27/9/2024;Visor;Puma Visor;Puma;L;Navy;1;34.87;34.87;Credit Card;Yes;Joseph Green
Madison Leonard;Mollystad;Northeast;VT;Golf Discount;TX06370;29/12/2023;Jacket;Peter Millar Jacket;Peter Millar;M;Pink;2;82.46;164.92;PayPal;No;Connor Hudson
Dustin Schmidt;Devonland;Midwest;MO;2nd Swing Golf;TX06371;12/4/2024;Pants;Nike Pants;Nike;L;Gray;3;62.97;188.91;PayPal;No;Mackenzie Rose
Jacqueline Lamb;West Michael;West;UT;Bad Birdie;TX06372;1/3/2024;Polo;Original Penguin Polo;Original Penguin;XS;Pink;2;103.5;207.16;Gift Card;Yes;Terri Jones
Savannah Costa;Jamesport;Midwest;MO;PGA Tour Superstore;TX06373;2/5/2025;Shorts;Ashworth Shorts;Ashworth;XL;Navy;1;109.32;109.32;Credit Card;Yes;Abigail Edwards
Jacqueline Duffy;Vazquezbury;South;MD;Carl's Golfland;TX06374;8/8/2024;Skort;Ashworth Skort;Ashworth;XS;Beige;2;125.68;251.36;Credit Card;No;Linda Powell
Megan Adams;Port Paulmouth;West;NM;2nd Swing Golf;TX06375;14/7/2024;Polo;Puma Polo;Puma;XL;Blue;1;122.17;122.17;Debit Card;Yes;Rebecca Parrish
Allison Ross;North Joanne;Midwest;WI;Ashworth;TX06376;2/7/2024;Jacket;Ashworth Jacket;Ashworth;S;Black;1;80.14;80.14;Debit Card;Yes;Beth Riddle
Chris Martin;South Thomas;Midwest;IL;Original Penguin;TX06377;10/1/2024;Jacket;Nike Jacket;Nike;M;Beige;3;103.38;310.14;Gift Card;Yes;George King
Timothy May;Fordville;West;HI;Bad Birdie;TX06378;7/2/2024;Visor;Peter Millar Visor;Peter Millar;XL;Gray;1;42.28;42.28;Debit Card;Yes;Michele Gonzalez
Sharon Taylor;Johnland;South;MS;Golf Apparel Shop;TX06379;5/4/2024;Polo;Under Armour Polo;Under Armour;XL;Blue;3;107.86;323.58;Gift Card;No;Nicole Schultz
Dylan Beard;Lopezfort;Midwest;MN;Bad Birdie;TX06380;21/11/2023;Pants;Nike Pants;Nike;L;Navy;1;59.56;59.56;Cash;No;Thomas Scott
Jaclyn Carlson;Kristenville;South;MD;Dick's Sporting Goods;TX06381;29/8/2024;Skort;Nike Skort;Nike;S;Beige;1;131.46;131.46;Gift Card;Yes;Aaron Kelly
Rebecca Watson;Elizabethborough;South;DE;Ashworth;TX06382;1/8/2025;Dress;Bad Birdie Dress;Bad Birdie;L;White;2;106.14;212.28;Gift Card;No;Sylvia Williamson
Christopher Allison;South Kaitlynside;Midwest;IN;Roger Dunn Golf Shops;TX06383;27/2/2025;Dress;Adidas Dress;Adidas;XS;Beige;2;35.24;70.48;Credit Card;No;Julia Dennis
Nicholas Johnson MD;Micheleborough;Midwest;IN;Peter Millar;TX06384;30/1/2024;Shorts;Original Penguin Shorts;Original Penguin;S;Red;2;135.99;271.98;Debit Card;Yes;Susan Savage
Sheila Carpenter;Stewartland;West;MT;Golf Galaxy;TX06385;13/12/2024;Polo;Original Penguin Polo;Original Penguin;S;Red;3;62.69;188.07;Debit Card;Yes;Jeffery Lowery
Donald Wall;Sparksshire;Northeast;ME;Worldwide Golf Shops;TX06386;1/9/2024;Visor;Under Armour Visor;Under Armour;L;Red;1;39.34;39.34;PayPal;Yes;Michelle Wilson
Lacey Knox;Lake Susan;South;LA;Ashworth;TX06387;8/9/2025;Shorts;Puma Shorts;Puma;XS;Black;3;58.31;174.93;PayPal;Yes;Craig Jackson
Jacqueline Hernandez;Jomouth;West;ID;Dick's Sporting Goods;TX06388;26/1/2024;Cap;Puma Cap;Puma;XL;Navy;3;82.76;248.28;PayPal;No;Laurie Willis
Austin Lopez;Port Kristen;Northeast;ME;Golf Discount;TX06389;17/10/2023;Visor;Original Penguin Visor;Original Penguin;XS;Beige;3;59.4;178.2;Credit Card;No;Randall Hall
Jessica Morris;North Michaelport;Midwest;WI;Original Penguin;TX06390;16/11/2024;Dress;Bad Birdie Dress;Bad Birdie;XXL;Red;3;138.31;414.93;PayPal;Yes;Stephen Lindsey
Troy Mack;Lake Vernonfurt;West;AZ;Dick's Sporting Goods;TX06391;22/1/2024;Skort;Ashworth Skort;Ashworth;XXL;Beige;2;122.67;245.34;Gift Card;No;Jessica Lee
Cindy Pacheco;Seanburgh;Northeast;NH;Dick's Sporting Goods;TX06392;30/1/2024;Dress;Bad Birdie Dress;Bad Birdie;S;Navy;3;36.68;110.04;Cash;No;Jessica Frey
Billy Russell;Kellerburgh;West;WY;Carl's Golfland;TX06393;5/6/2024;Cap;Nike Cap;Nike;M;Blue;4;25.26;101.04;Gift Card;Yes;Betty Mckee
Tina Grimes;Fisherborough;Northeast;RI;Ashworth;TX06394;30/9/2023;Polo;Nike Polo;Nike;XS;Gray;3;83.87;251.61;Debit Card;Yes;Christine Smith
Michael Cortez;West Gerald;South;OK;Worldwide Golf Shops;TX06395;11/12/2023;Cap;Puma Cap;Puma;L;Green;2;98.36;196.72;Cash;Yes;Karen Morgan
George Graham;Port Ethanshire;Midwest;MN;Worldwide Golf Shops;TX06396;5/10/2024;Shorts;Peter Millar Shorts;Peter Millar;XS;Beige;1;103.07;103.07;Debit Card;Yes;Autumn Parker
Angela Garcia;Davilaview;Midwest;OH;Golf Discount;TX06397;24/8/2024;Dress;Ashworth Dress;Ashworth;M;Green;3;111.71;335.13;PayPal;No;Donna Clark
Jordan Wilkinson;Jessicamouth;South;MS;Worldwide Golf Shops;TX06398;19/8/2024;Visor;Original Penguin Visor;Original Penguin;XXL;Navy;2;60.35;120.7;Cash;No;Brenda Spears
Charles Alexander;Deniseport;Northeast;CT;Golf Discount;TX06399;4/4/2024;Dress;Nike Dress;Nike;L;Pink;3;73.45;220.35;Gift Card;No;Heather Crawford
Richard Tran;East Tracey;Northeast;ME;PGA Tour Superstore;TX06400;2/10/2023;Cap;Adidas Cap;Adidas;S;Gray;3;101.17;303.51;Gift Card;Yes;Jennifer Swanson
Michael Davis;Johnbury;Midwest;WI;Golf Discount;TX06401;1/12/2024;Cap;Adidas Cap;Adidas;XL;Navy;3;147.1;441.3;Gift Card;Yes;Allison Ryan
Matthew Stein;Port Abigail;Northeast;NJ;Golf Apparel Shop;TX06402;22/12/2023;Visor;Original Penguin Visor;Original Penguin;XL;White;3;33.76;101.28;Gift Card;Yes;Megan Long
Linda Estrada;Griffinton;Midwest;MI;Golf Galaxy;TX06403;10/7/2025;Shorts;Bad Birdie Shorts;Bad Birdie;S;Red;3;123.49;370.47;Credit Card;No;Stacy Henry
Emily Garcia;Ericbury;South;TN;Golf Discount;TX06404;5/11/2023;Pants;Nike Pants;Nike;S;Pink;1;46.32;46.32;PayPal;Yes;Paul Knapp
Roger Garcia;Jessicabury;West;CA;Carl's Golfland;TX06405;19/6/2024;Skort;Peter Millar Skort;Peter Millar;L;Navy;3;133.16;399.48;PayPal;Yes;Christopher Wu
Jose Jones;East Jennifer;South;LA;Peter Millar;TX06406;11/1/2025;Shorts;Under Armour Shorts;Under Armour;XL;Green;1;115.5;115.5;Credit Card;Yes;Jodi Smith
Linda White;Dixonville;South;FL;Original Penguin;TX06407;28/3/2025;Shorts;Nike Shorts;Nike;XS;Green;1;48.29;48.29;Gift Card;Yes;Joseph Wells
George Greer;West Renee;South;WV;Worldwide Golf Shops;TX06408;1/3/2025;Pants;Under Armour Pants;Under Armour;M;Gray;3;74.68;224.04;Cash;No;Brittney Ritter
Aaron Burgess;New Jenniferbury;West;WA;Golf Discount;TX06409;11/11/2024;Skort;Nike Skort;Nike;S;Black;2;46.2;92.4;PayPal;Yes;Caitlin Gonzales
William Rodriguez;East Martinton;West;AZ;Bad Birdie;TX06410;9/4/2025;Skort;Original Penguin Skort;Original Penguin;M;Black;1;85.87;85.87;Gift Card;No;Gina Valdez
Michael Lee;South Ryan;South;OK;Golf Galaxy;TX06411;30/3/2025;Dress;Adidas Dress;Adidas;XXL;Pink;2;95.43;190.86;Credit Card;No;Michael Murray
James Barnes;South Juantown;Midwest;SD;Golf Galaxy;TX06412;14/12/2024;Shorts;Nike Shorts;Nike;XL;Green;3;118.67;356.01;PayPal;Yes;James Foster
Cassandra Taylor;Schmidtborough;West;AK;Golf Apparel Shop;TX06413;22/2/2025;Jacket;Adidas Jacket;Adidas;XL;Green;1;71.66;71.66;Cash;No;Vincent Pierce
Robert Hill;Victoriaville;West;WY;Peter Millar;TX06414;29/12/2024;Jacket;Puma Jacket;Puma;XXL;Green;1;141.98;141.98;Credit Card;Yes;Brad Maldonado
William Silva;West Melissa;South;AL;2nd Swing Golf;TX06415;26/4/2024;Shorts;Original Penguin Shorts;Original Penguin;XXL;Gray;1;42.41;42.41;PayPal;No;Stephanie Cantrell
Shirley Williams;East Elizabeth;West;AK;Original Penguin;TX06416;16/11/2023;Jacket;Nike Jacket;Nike;S;Navy;2;102.13;204.26;Credit Card;Yes;Katie Villanueva
Judith Suarez;North Michael;West;WY;Worldwide Golf Shops;TX06417;6/2/2025;Visor;Under Armour Visor;Under Armour;M;Green;2;109.69;219.38;Gift Card;No;Michael Jenkins DDS
Antonio Weiss;Brendahaven;Midwest;SD;Peter Millar;TX06418;11/5/2024;Polo;Puma Polo;Puma;XXL;White;2;97.08;194.16;Gift Card;Yes;Allen Lee
David Hebert;New Karen;South;TX;Roger Dunn Golf Shops;TX06419;5/3/2024;Cap;Original Penguin Cap;Original Penguin;L;Navy;2;102.35;204.7;Cash;No;Michael Tanner
Whitney Mills;Port Karentown;South;OK;Carl's Golfland;TX06420;23/10/2024;Polo;Original Penguin Polo;Original Penguin;M;Black;2;50.21;100.42;Credit Card;No;Alicia Mcfarland
Harold Hunt;Sullivanstad;South;TN;Worldwide Golf Shops;TX06421;20/1/2024;Cap;Original Penguin Cap;Original Penguin;XL;Green;2;101.12;202.24;Gift Card;Yes;Kenneth Lawson
Allen Davis;South Brandy;South;AL;Carl's Golfland;TX06422;7/6/2024;Visor;Under Armour Visor;Under Armour;S;Black;2;73.78;147.56;Gift Card;Yes;Julie Edwards
Warren Miller;Lake Melissa;Midwest;MN;Dick's Sporting Goods;TX06423;13/7/2025;Pants;Ashworth Pants;Ashworth;XXL;Red;2;56.36;112.72;Debit Card;Yes;Alison Smith
Gary Mckinney;Lisaview;West;AZ;2nd Swing Golf;TX06424;3/7/2024;Cap;Peter Millar Cap;Peter Millar;XS;Red;4;90.33;361.32;Gift Card;No;Michelle Lopez
Kenneth Lopez;Georgechester;Northeast;CT;Peter Millar;TX06425;11/10/2024;Dress;Under Armour Dress;Under Armour;S;Beige;1;129.64;129.64;Cash;Yes;Joseph Dorsey
Kimberly Weber;Bryanstad;West;NM;Worldwide Golf Shops;TX06426;14/11/2023;Shorts;Puma Shorts;Puma;M;Black;1;107.91;107.91;PayPal;No;David Carey
Jonathan Preston;Jennyberg;Midwest;WI;Dick's Sporting Goods;TX06427;27/10/2024;Skort;Nike Skort;Nike;M;Beige;2;73.97;147.94;Credit Card;No;Daniel Roth
Mia Humphrey;New Timothy;Northeast;NY;Peter Millar;TX06428;9/6/2025;Dress;Puma Dress;Puma;M;Black;2;71.83;143.66;Debit Card;Yes;Andrew Thompson
Melissa Riley;Elizabethville;South;KY;Worldwide Golf Shops;TX06429;11/4/2025;Cap;Adidas Cap;Adidas;XS;Beige;4;128.06;512.24;PayPal;No;Kaitlyn Baker
Andrew Valenzuela;Port Daniel;Midwest;WI;Peter Millar;TX06430;7/1/2025;Pants;Ashworth Pants;Ashworth;L;Pink;1;120.82;120.82;Cash;No;Richard Gonzalez
Heather Aguilar;South Vanessa;Northeast;MA;Golf Apparel Shop;TX06431;15/10/2023;Visor;Peter Millar Visor;Peter Millar;M;Beige;2;49.32;98.64;Cash;No;Joshua Rice
Timothy Young;West Rebecca;South;WV;Golf Apparel Shop;TX06432;12/8/2025;Pants;Bad Birdie Pants;Bad Birdie;XXL;Pink;3;104.38;313.14;Gift Card;No;Timothy Smith
Andrew Baker;Lake Natalieville;South;TX;Golf Galaxy;TX06433;27/7/2024;Pants;Original Penguin Pants;Original Penguin;M;Green;3;84.36;253.08;Debit Card;Yes;Krystal Payne
Christopher Gray;Stephenmouth;South;MS;Peter Millar;TX06434;5/2/2024;Visor;Peter Millar Visor;Peter Millar;M;Red;2;60.66;121.32;Cash;No;Kristen Lee
Mark Thomas;Duranport;Northeast;NJ;Dick's Sporting Goods;TX06435;31/5/2025;Polo;Peter Millar Polo;Peter Millar;XXL;Red;3;115.21;345.63;Debit Card;No;Joshua Powell
Brian Lowery;Jeffreyland;South;WV;Ashworth;TX06436;25/4/2025;Jacket;Bad Birdie Jacket;Bad Birdie;M;Blue;1;131.7;131.7;PayPal;No;Brandon Anderson
Jeffrey Gonzalez;Lake Coryburgh;Northeast;RI;Golf Galaxy;TX06437;10/4/2025;Jacket;Bad Birdie Jacket;Bad Birdie;M;Navy;2;81.75;163.5;Credit Card;No;Jennifer Smith
Diana Barr;Williamsfort;South;NC;Worldwide Golf Shops;TX06438;5/12/2023;Cap;Bad Birdie Cap;Bad Birdie;XL;Beige;2;92.49;184.98;PayPal;Yes;Albert May
Sydney Morgan;South Rebecca;South;KY;Ashworth;TX06439;14/1/2024;Shorts;Nike Shorts;Nike;XS;Beige;2;56.87;113.74;Debit Card;Yes;Angela Callahan
Timothy Ray;Harpershire;South;TN;Original Penguin;TX06440;6/4/2025;Dress;Bad Birdie Dress;Bad Birdie;XS;Pink;3;75.24;225.72;PayPal;Yes;Amanda Sanchez
Emma Walker;Kirkmouth;Midwest;OH;Carl's Golfland;TX06441;7/9/2025;Visor;Peter Millar Visor;Peter Millar;M;Beige;1;89.42;89.42;Debit Card;Yes;John Watson
Cathy Rosales;North Michelle;Midwest;IA;Peter Millar;TX06442;28/3/2025;Pants;Ashworth Pants;Ashworth;XL;Blue;3;44.34;133.02;PayPal;No;Christopher Burton MD
Nathan Reynolds;West Diana;South;DE;Peter Millar;TX06443;12/8/2024;Shorts;Under Armour Shorts;Under Armour;XXL;White;2;78.71;157.42;PayPal;Yes;Stephanie Perry
Lisa Terry;Samanthastad;Midwest;IN;Golf Discount;TX06444;7/6/2024;Visor;Adidas Visor;Adidas;XS;White;1;43.97;43.97;Gift Card;Yes;Kristina Simpson
Kristi Mclean;New Kristinahaven;Northeast;NY;PGA Tour Superstore;TX06445;13/9/2025;Polo;Puma Polo;Puma;S;Pink;2;76.18;152.36;Credit Card;No;Keith Hamilton
Julie Kelley;Sandraberg;South;MD;PGA Tour Superstore;TX06446;10/9/2024;Cap;Ashworth Cap;Ashworth;M;Black;3;146.62;439.86;Debit Card;No;Timothy Hall
Dalton Bolton;East Jennifer;West;UT;Golf Discount;TX06447;20/12/2023;Cap;Peter Millar Cap;Peter Millar;XS;Navy;4;101.12;404.48;PayPal;Yes;Amanda Murphy
Scott Walker;East Brianmouth;South;FL;PGA Tour Superstore;TX06448;21/5/2024;Pants;Under Armour Pants;Under Armour;S;Black;2;144.59;289.18;PayPal;Yes;Kimberly Walker
Richard Caldwell;East Tracy;South;AL;2nd Swing Golf;TX06449;24/10/2024;Shorts;Original Penguin Shorts;Original Penguin;XS;Gray;2;118.17;236.34;Credit Card;No;Miss Lori Brown
Kayla Cobb;New Melissa;Midwest;OH;Roger Dunn Golf Shops;TX06450;30/4/2024;Shorts;Puma Shorts;Puma;S;Beige;1;38.69;38.69;Credit Card;No;Sarah Lutz
Selena Johnson;Traceyhaven;West;OR;PGA Tour Superstore;TX06451;20/1/2024;Pants;Original Penguin Pants;Original Penguin;L;Green;2;74.54;149.08;Gift Card;Yes;Robert Anderson
Theresa Morgan;Cruzshire;Midwest;NE;Golf Apparel Shop;TX06452;18/5/2025;Cap;Ashworth Cap;Ashworth;XL;Black;3;117.93;353.79;Credit Card;No;Robin Ortega
Brian Gutierrez;New Derekfort;South;MD;Ashworth;TX06453;14/6/2025;Skort;Adidas Skort;Adidas;S;Blue;1;39.42;39.42;PayPal;Yes;Justin Wallace
Tonya Palmer;Aliciaport;Midwest;KS;Bad Birdie;TX06454;7/4/2025;Visor;Bad Birdie Visor;Bad Birdie;S;Black;2;60.85;121.7;Credit Card;Yes;Michelle Keller
Corey Gonzales;Mcfarlandberg;South;KY;2nd Swing Golf;TX06455;17/8/2025;Pants;Ashworth Pants;Ashworth;XS;Pink;2;95.15;190.3;Cash;No;Devon Hardy
Ashley Soto;Port Felicia;South;OK;Peter Millar;TX06456;29/9/2024;Shorts;Puma Shorts;Puma;XL;Gray;3;134.06;402.18;Debit Card;Yes;Bradley Kennedy
Gloria Hansen;Daviston;South;KY;Golf Apparel Shop;TX06457;10/10/2024;Cap;Nike Cap;Nike;S;Beige;3;111.98;335.94;Cash;Yes;Michele Jackson
George Rogers;Lake Brandonton;South;GA;2nd Swing Golf;TX06458;15/1/2025;Jacket;Nike Jacket;Nike;XS;Navy;1;107.22;107.22;Gift Card;Yes;George Brooks
James Boyer;Jamesmouth;Midwest;IN;Peter Millar;TX06459;28/9/2024;Jacket;Under Armour Jacket;Under Armour;M;Blue;2;97.1;194.2;Debit Card;Yes;Rachel Price
Melinda Rasmussen;Lake Lisaview;Northeast;RI;Ashworth;TX06460;10/9/2025;Cap;Peter Millar Cap;Peter Millar;M;Gray;2;67.1;134.2;Gift Card;No;Jeremy Allen
Peter Blake;Port Cheryl;Midwest;IN;2nd Swing Golf;TX06461;30/7/2025;Pants;Ashworth Pants;Ashworth;M;Navy;1;25.58;25.58;Credit Card;Yes;Lisa Davis
Candice Morales;East Stephanieport;South;AR;Golf Apparel Shop;TX06462;9/11/2024;Visor;Nike Visor;Nike;XXL;Gray;1;55.87;55.87;Cash;Yes;Troy Jackson
Michael Haley;New Joshua;Midwest;NE;Worldwide Golf Shops;TX06463;21/7/2024;Pants;Under Armour Pants;Under Armour;XS;White;1;60.8;60.8;Gift Card;No;Michael Contreras
Jennifer Chan;Gilbertton;West;CA;Golf Discount;TX06464;5/1/2025;Jacket;Under Armour Jacket;Under Armour;XS;White;1;90.79;90.79;Gift Card;No;Greg Parker
David Wright;Lake Sheilaville;Midwest;SD;Roger Dunn Golf Shops;TX06465;14/7/2025;Shorts;Peter Millar Shorts;Peter Millar;XXL;Red;3;79.19;237.57;Gift Card;No;Shane Johnston
Antonio Mcconnell;West Jennifermouth;Midwest;IL;Worldwide Golf Shops;TX06466;9/6/2024;Shorts;Nike Shorts;Nike;XXL;Red;2;60.41;120.82;Credit Card;No;Amanda Hopkins
Chelsea Daugherty;Heidifurt;Northeast;RI;PGA Tour Superstore;TX06467;23/10/2023;Jacket;Bad Birdie Jacket;Bad Birdie;L;Blue;3;116.52;349.56;Gift Card;Yes;Laura Bolton
Dana Parrish;Melissamouth;West;UT;Ashworth;TX06468;7/9/2024;Cap;Nike Cap;Nike;L;White;3;56.41;169.23;Gift Card;No;Carol Burton
Jane Fowler;Colleenfurt;Midwest;IL;Original Penguin;TX06469;9/4/2024;Skort;Peter Millar Skort;Peter Millar;XL;Blue;3;104.1;312.3;Gift Card;No;Richard Ruiz
Bryan Wilson;West Kayla;Northeast;RI;Golf Discount;TX06470;4/11/2024;Jacket;Under Armour Jacket;Under Armour;XS;Green;2;85.4;170.8;Credit Card;No;Michael Parks
Samuel Russell;East Jamesshire;South;OK;Carl's Golfland;TX06471;15/1/2024;Polo;Original Penguin Polo;Original Penguin;L;Navy;2;134.42;268.84;Debit Card;No;John Barton
Lori Snow;Barnestown;South;TX;Carl's Golfland;TX06472;19/9/2024;Shorts;Original Penguin Shorts;Original Penguin;XXL;Green;1;94.82;94.82;Debit Card;No;Faith Collins
Danielle Little;South Samuel;West;WY;Ashworth;TX06473;10/2/2024;Shorts;Under Armour Shorts;Under Armour;M;White;2;134.01;268.02;Debit Card;No;Anthony Webb
Kimberly Ortega;Danielleberg;South;OK;Carl's Golfland;TX06474;12/1/2025;Visor;Puma Visor;Puma;XXL;Navy;1;132.12;132.12;Credit Card;No;Tina Parker
Michael Schmidt;South Lisaville;South;VA;Roger Dunn Golf Shops;TX06475;25/10/2024;Cap;Original Penguin Cap;Original Penguin;M;White;2;91.29;182.58;Gift Card;No;Dawn Davis
Keith Johnson;North Harry;West;MT;Roger Dunn Golf Shops;TX06476;20/4/2025;Pants;Peter Millar Pants;Peter Millar;XXL;Navy;1;51.52;51.52;Cash;Yes;Daisy Gilbert
Amanda Hall;East Matthewburgh;Northeast;PA;Golf Galaxy;TX06477;21/2/2024;Polo;Ashworth Polo;Ashworth;M;Blue;1;29.49;29.49;Credit Card;Yes;Scott Hansen
Emily Parker;East Jean;South;DC;Bad Birdie;TX06478;5/9/2025;Skort;Ashworth Skort;Ashworth;XS;Pink;3;27.48;82.44;Gift Card;No;William Clark
Troy Browning;Martinport;South;SC;Golf Apparel Shop;TX06479;1/3/2025;Dress;Bad Birdie Dress;Bad Birdie;M;Red;3;108.84;326.52;Debit Card;Yes;Joshua Garcia
Tina Pena;Port Brandon;South;FL;Worldwide Golf Shops;TX06480;27/11/2023;Visor;Original Penguin Visor;Original Penguin;L;Beige;2;83.46;166.92;PayPal;No;Mark Alvarez
Matthew Nielsen;Lake Kylefurt;West;HI;Roger Dunn Golf Shops;TX06481;25/4/2024;Dress;Under Armour Dress;Under Armour;XL;Navy;2;86.72;173.44;Credit Card;Yes;Ashley Benitez
Gregg Frazier;New Carloshaven;West;CA;Carl's Golfland;TX06482;12/2/2025;Shorts;Peter Millar Shorts;Peter Millar;S;Pink;2;64.03;128.06;PayPal;Yes;Crystal Martinez
Tammy Clark;West Jasonside;Midwest;MI;Ashworth;TX06483;13/4/2025;Shorts;Adidas Shorts;Adidas;L;Pink;1;101.65;101.65;PayPal;Yes;Aaron Weaver
Amber West;Martinhaven;Midwest;WI;Golf Apparel Shop;TX06484;29/1/2024;Pants;Ashworth Pants;Ashworth;XL;Beige;2;34.47;68.94;PayPal;Yes;Alexis Houston
Danielle Burke;Frazierberg;West;MT;PGA Tour Superstore;TX06485;24/6/2024;Skort;Peter Millar Skort;Peter Millar;L;Gray;2;102.86;205.72;Credit Card;Yes;Leonard Hernandez
Maria Gamble;New Michelleport;Midwest;IN;PGA Tour Superstore;TX06486;10/6/2024;Dress;Puma Dress;Puma;XL;Pink;3;145.67;437.01;Cash;Yes;Ralph Mcdonald
Stephanie Griffin;Port Michael;West;WY;Carl's Golfland;TX06487;6/8/2025;Pants;Original Penguin Pants;Original Penguin;M;Red;1;52.27;52.27;Cash;Yes;Tracy Quinn DVM
Michael Harris;South Adam;West;NV;Roger Dunn Golf Shops;TX06488;11/5/2024;Visor;Original Penguin Visor;Original Penguin;XXL;Pink;1;32.81;32.81;Cash;No;Jacob Simpson
Tammy Robinson;East Carolyn;South;WV;2nd Swing Golf;TX06489;2/3/2024;Shorts;Original Penguin Shorts;Original Penguin;L;Red;2;140.48;280.96;Cash;Yes;Mary Hamilton
John Ellis;Joshuaview;South;FL;Peter Millar;TX06490;11/2/2025;Visor;Puma Visor;Puma;XXL;White;3;55.62;166.86;Cash;No;Kimberly Miller
Ashley Zimmerman;Cannonside;South;OK;Golf Galaxy;TX06491;22/4/2025;Dress;Ashworth Dress;Ashworth;XXL;Navy;3;90.51;271.53;Debit Card;No;Kimberly Sparks
Gabriel Harvey;South Jonathanfort;South;WV;Golf Discount;TX06492;11/11/2023;Cap;Adidas Cap;Adidas;XL;White;3;64.17;192.51;PayPal;No;Andrew Robertson
Michelle Bell;North Bobbyton;Northeast;RI;Golf Galaxy;TX06493;12/7/2025;Jacket;Peter Millar Jacket;Peter Millar;M;Black;1;86.73;86.73;PayPal;Yes;Jeffrey Forbes
Ernest Harris;Patrickstad;South;MD;Golf Apparel Shop;TX06494;10/10/2024;Cap;Bad Birdie Cap;Bad Birdie;XS;Black;3;94.36;283.08;Gift Card;Yes;Andre Thomas
Lindsey Mcguire;East Paul;Northeast;CT;Golf Discount;TX06495;3/12/2024;Pants;Original Penguin Pants;Original Penguin;S;Gray;1;127.97;127.97;Debit Card;No;Stephanie Bryan
Eric Johnson;Michelleland;South;AR;Carl's Golfland;TX06496;6/11/2024;Pants;Peter Millar Pants;Peter Millar;L;Navy;3;134.16;402.48;Debit Card;Yes;Elizabeth Ramirez
Debra Williams;New Christopherburgh;South;NC;PGA Tour Superstore;TX06497;3/8/2025;Jacket;Adidas Jacket;Adidas;XS;Pink;3;121.04;363.12;Cash;No;Paul Willis
Elizabeth Jones;Lake Bryan;West;AZ;PGA Tour Superstore;TX06498;5/12/2023;Jacket;Ashworth Jacket;Ashworth;S;Red;1;131.81;131.81;Gift Card;Yes;Diane Guzman
Katelyn Harris;Duncanville;West;MT;Ashworth;TX06499;27/3/2024;Pants;Ashworth Pants;Ashworth;XXL;Gray;1;97.76;97.76;Credit Card;Yes;Linda Mack
